Date,Domain,Page Type,Tweet,Country Character,Country Competence,People Character,People Competence,Sentiment
10:41.0,twitter.com,twitter,breaking santa clara county california confirmed first case coronavirus says local health department china virus,1,1,0,0,neutral
10:38.0,twitter.com,twitter,declares emergency new entry restrictions due coronavirus coronarvirus healthemergency china,1,1,1,0,neutral
10:35.0,twitter.com,twitter,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style,1,0,1,1,neutral
10:29.0,twitter.com,twitter,bat filled python pie i ve heard it s great cold remedybut you re allowed vomit china aday,1,0,1,1,negative
10:27.0,twitter.com,twitter,reminder cut masks half people collecting selling used masks china wuhancoronavirus coronarovirus kungflu china wtf,1,0,1,0,neutral
10:27.0,twitter.com,twitter,past years many debated engagement decoupling china wuhancoronavirus decoupling seems consensus lol,1,1,1,1,neutral
10:20.0,twitter.com,twitter,robot serving meals amid novel coronavirus outbreak robots deployed deliver meals citizens isolation hotel hangzhou china people isolated suspicion coronavirus coronavirusoutbreak coronaviruswho,1,0,1,1,neutral
09:55.0,twitter.com,twitter,coronavirus sections mirror many common flu virae middle section however completely dissimilar confirmed hiv genomes found virus reason clearly manmade wuhan china pandemic,1,0,1,1,negative
09:21.0,twitter.com,twitter,american carrier flying china wuhancoronavirus,1,1,0,0,neutral
09:11.0,twitter.com,twitter,china dept state may staging additional evacuation flights citizens reimbursable basis leaving wuhan tianhe intl airport feb individuals subject cdc screening strong possibility quarantine info,1,1,1,1,neutral
07:29.0,twitter.com,twitter,breaking citizen returning america hubei province previous two weeks subject days mandatory quarantine white house announces abc coronavirus coronavirusoutbreak hubei wuhan china,1,0,1,1,neutral
07:11.0,twitter.com,twitter,iran suspends flights china due coronavirus iran china coronavirus,0,1,1,1,neutral
06:38.0,twitter.com,twitter,guangdong province still selling wildlife meat freaking hell get giraffes fxxk babies sell meat markets china disgrace planet,0,1,1,1,negative
05:50.0,twitter.com,twitter,wynn mgm exposure greater china others big tech names aapl intc qcom avgo nvda nqf nqf recycling tradewar analysis evaluate spx exposure china coronavirus,1,0,1,1,neutral
05:24.0,twitter.com,twitter,china surely continue employ totalitarian measures like drones cameras speakers epidemic regime unlikely give means control people especially recriminations dominate national conversation wuhancoronavirusoutbreak,1,1,1,1,negative
05:24.0,twitter.com,twitter,human rights violations scope scale taking place europe one would expect muslim countries erupted protest far little response abuses taking place china,1,0,1,1,negative
05:18.0,twitter.com,twitter,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style,1,0,1,1,neutral
05:08.0,twitter.com,twitter,crows reported flying cities hubei henan tianjin places china good explained previous tweets tweet tweet,1,1,0,0,neutral
05:00.0,twitter.com,twitter,pictures coronavirus epicentre city wuhan become ghost town following lockdown wuhan china chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus,1,0,1,1,negative
04:49.0,twitter.com,twitter,breaking bans travelers whos china last days coronovirusoutbreak put monitored selfquarantine,1,0,1,1,neutral
04:10.0,twitter.com,twitter,emergingtech fueling edtech china via iot makeyourownlane facialrecognition,1,0,1,1,neutral
03:47.0,twitter.com,twitter,china avoid nonessential travel china due imposition travel restrictions quarantines parts country order limit spread novel coronavirus monitor news latest developments evolving situation,1,1,1,0,neutral
03:40.0,twitter.com,twitter,china dept state may staging additional evacuation flights citizens reimbursable basis leaving wuhan tianhe intl airport feb individuals subject cdc screening strong possibility quarantine info,1,1,1,1,neutral
02:40.0,twitter.com,twitter,home made facemask plz coronarovirus china deadlineday,1,1,1,0,neutral
02:40.0,twitter.com,twitter,life inside hubei province china coronavirus emergency,1,1,1,0,neutral
01:30.0,twitter.com,twitter,house churches subjected increasing persecution china,0,0,1,1,neutral
01:21.0,twitter.com,twitter,enjoy chinese new year year rat,0,0,1,1,positive
00:54.0,twitter.com,twitter,rise fall emerging markets per capita gdp rise special colours bric countries brazil russia india china,1,1,1,1,neutral
00:45.0,twitter.com,twitter,social scores may reward punish citizens china digital tech technology cybersecurity augmentedreality innovation mobile internet electronics infosec,1,1,1,1,neutral
00:31.0,twitter.com,twitter,picking chinese takeout dinner leftovers eat treating,1,0,1,1,neutral
00:31.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
00:20.0,twitter.com,twitter,entered hubei province coronarvirus outbreak started virtually nobody streets checkpoint police said won t let back looks like entire province hubei population million locked downchina,1,1,1,0,negative
00:03.0,twitter.com,twitter,country arms race led usa china via machinelearning deeplearning iot mpgvip robotics iiot autonomousvehicles datascience ir,0,1,1,1,neutral
59:54.0,twitter.com,twitter,students stranded coronavirus lockdown left dozens students stranded china,1,1,1,0,negative
59:53.0,twitter.com,twitter,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo,1,1,1,1,neutral
59:34.0,twitter.com,twitter,indeed ccp want remain power reputation china even time crisis like wuhancoronavirusoutbreak,1,0,1,1,negative
59:24.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,1,1,1,1,negative
58:36.0,twitter.com,twitter,coronavirus bay areas st case confirmed santa clara county health officials say wuhan china via,1,0,1,1,neutral
58:23.0,twitter.com,twitter,meanwhile china laughter best medicine felizviernesatodos,1,0,1,1,neutral
58:17.0,twitter.com,twitter,california confirms th coronavirus case declares public emergency california disease outbreak china coronarovirus wuhancoronovirus wuhan travel cdc,1,0,1,1,neutral
57:44.0,twitter.com,twitter,coronavirus since january th coordination french health authorities set medical staff welcoming flights arriving china medics paramedics deliver medical advices incoming passengers,1,1,1,1,neutral
57:34.0,twitter.com,twitter,breaking santa clara county california confirmed first case coronavirus says local health department china virus,1,1,0,0,neutral
57:24.0,twitter.com,twitter,robot serving meals amid novel coronavirus outbreak robots deployed deliver meals citizens isolation hotel hangzhou china people isolated suspicion coronavirus coronavirusoutbreak coronaviruswho,1,0,1,1,neutral
57:21.0,twitter.com,twitter,breaking santa clara county california confirmed first case coronavirus says local health department china virus,1,1,0,0,neutral
57:18.0,twitter.com,twitter,coronavirus indianarmy responding emergency created facility near manesar quarantine approximately indian students arriving wuhan china students monitored qualified team doctors watch signs infection nationfirst,1,1,0,0,neutral
57:11.0,twitter.com,twitter,man returned wuhan city epidemic spread police tried return wuhan refused police killed cold blood coronavirusoutbreak china wuhan coronarovirus wuhancoronavirusoutbreak coronavirus,1,0,1,1,negative
57:04.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,1,1,1,1,negative
56:37.0,twitter.com,twitter,orwellian dystopian words uttered social media today reaction patrol drones flying around china ordering people put face masks inside amid coronavirus outbreak,1,1,1,0,negative
56:21.0,twitter.com,twitter,china missed opportunity cee understand political economic social reality region argued wang yiwei says problems american influence,1,1,1,1,negative
56:04.0,twitter.com,twitter,japan countries denying entry chinese citizens passports issued hubei province coronavirus emergency started singapore gone one step denying entry anyone passport china,1,1,1,1,neutral
56:02.0,twitter.com,twitter,lifted sanctions units chinese tanker company cosco said partially reversing punishment company transporting iranian oil china complained measure tradetalks washington,1,1,1,0,negative
55:23.0,twitter.com,twitter,china dept state may staging additional evacuation flights citizens reimbursable basis leaving wuhan tianhe intl airport feb individuals subject cdc screening strong possibility quarantine info,1,1,1,1,neutral
55:21.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
55:20.0,twitter.com,twitter,idea asymtomatic transmission guessing woman never allowed plane hospital wuhan china caring parents conoravirus bureaucrats batsoup,1,1,1,1,negative
55:01.0,twitter.com,twitter,lifted sanctions units chinese tanker company cosco said partially reversing punishment company transporting iranian oil china complained measure tradetalks washington,1,1,1,0,negative
55:01.0,twitter.com,twitter,china dept state may staging additional evacuation flights citizens reimbursable basis leaving wuhan tianhe intl airport feb individuals subject cdc screening strong possibility quarantine info,1,1,1,1,neutral
54:45.0,twitter.com,twitter,know gopng cannot air niugini direct flights hong kong citizens png wuhan china accorded govt,0,1,1,1,neutral
54:44.0,twitter.com,twitter,concern coronavirus outbreak impacts tourism northern europe arctic russia via virus outbreak china,1,1,1,1,negative
54:38.0,twitter.com,twitter,china loses lose world solidarity novelcoronavirus,1,0,1,1,neutral
53:50.0,twitter.com,twitter,carrielam mindset honour list together beloved china never considers hong kong people mistakes ruin soshk,0,0,1,1,negative
53:47.0,twitter.com,twitter,according new study coronavirus scientists found contains four hiv proteins within sequence unlikely fortuitous china,1,0,1,1,neutral
53:35.0,twitter.com,twitter,travel bans damage avert public health experts warn lawmakers demand isolation china ncov outbreak,1,1,1,1,negative
53:32.0,twitter.com,twitter,keeps giving video footages people dropping towards ground china coronarvirus,1,1,1,0,negative
53:24.0,twitter.com,twitter,i m scared many families separated result today s ban past travelers china deeply disproportionate response coronarvirus driven much white house s nativism real public health concern keepfamiliestogether,1,1,1,1,negative
53:17.0,twitter.com,twitter,seriously disturbing paper scientists found hiv viruslike insertions ncov virus found coronavirus hint possibility chinese virus designed fortuitous click link study,1,0,1,1,negative
53:16.0,twitter.com,twitter,breaking announces citizens flown back china kept march air reserve base federal quarantine voluntary first order years fnr,1,1,1,0,neutral
52:59.0,twitter.com,twitter,richard burn british trade commissioner china tonight s greater china awards gtrchinaawards highlighting business opportunities salford thelowry manchester,0,0,1,1,neutral
52:51.0,twitter.com,twitter,wish china success dealing coronavirus challenge full confidence people leadership iron brother deal,1,0,1,1,neutral
52:28.0,twitter.com,twitter,also one thing china hiding number death caused virus credible chinese media outlet interviewed people working local cremation centers confirming many dead bodies sent directly hospitals cremation centers,1,1,0,0,negative
52:09.0,twitter.com,twitter,much mcdonalds food comes communist china letseats ubereats coronavirus,1,1,1,0,neutral
52:04.0,twitter.com,twitter,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak,1,-1,1,1,negative
51:37.0,twitter.com,twitter,boston usa love china staystrongwuhan wuhancoronavirus wuhan coronarovirus,1,-1,1,0,neutral
51:04.0,twitter.com,twitter,several labs working coronavirus different countriesmy point patented manmade virus latest information suggests created wuhan china,1,1,1,0,negative
50:59.0,twitter.com,twitter,save tweet india continues sabotaging cpec harm pakistan china collaboration afghanistan extraregional powers sooner later face fierce collective winning response,1,1,1,1,neutral
50:47.0,twitter.com,twitter,china coronavirus selfquarantine usmca event deageldotcom harvard professor charleslieber patsy millions die africain afcfta iatf powernomics blackexcellence caribbean haiti africandiaspora,1,0,1,1,neutral
50:46.0,twitter.com,twitter,spoke briefly work claudiajones mao s china also able share research forthcoming article part claudia jones special issue thank much opportunity,1,1,1,1,neutral
50:31.0,twitter.com,twitter,breaking also state department also ban person travelled china past days prior coming fear coronavirus,1,0,1,1,neutral
50:14.0,twitter.com,twitter,hospital staffs moral obligation job unsafe cond they ve repeatedly warmed gov t insuf resources copy inflected visitors china it s discrimination carrie lam tried cheating public it s live medics equally important everyone else,1,0,1,1,negative
49:38.0,twitter.com,twitter,swedish media calls action attacks chinese officials sweden journalism pressfreedom china,1,1,0,0,negative
49:32.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,1,1,1,1,negative
49:24.0,twitter.com,twitter,breaking foreign nationals travelled china past two weeks banned entry united states coronavirus,1,1,1,1,negative
49:15.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
49:06.0,twitter.com,twitter,breaking coronavirus hong kong gov t closes schools march declares global emergency hongkong coronavirus china wuhancoronavirusoutbreak,1,0,1,1,negative
48:48.0,twitter.com,twitter,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo,1,1,1,1,neutral
48:40.0,twitter.com,twitter,increasing china travel advisory level travel due spread novel coronavirus throughout china determination outbreak constitutes public health emergency international concern,1,1,1,1,neutral
48:32.0,twitter.com,twitter,citizen hubei province china within past days subject quarantine two weeks announces,1,1,1,0,neutral
47:45.0,twitter.com,twitter,harvard professor accused lying ties chinese government china,1,1,1,0,negative
47:04.0,twitter.com,twitter,coronavirus update confirmed usa cases million chinese put lockdown spread australia cases china southkorea vietnam japan singapore thailand france cases china nearly dead cases countries human human wash hands,1,1,1,0,neutral
46:37.0,twitter.com,twitter,quarantine americans evacuated wuhan agenparl china officials people virus agenparlenglish ambiente educazione scienzaetecnologia socialnetwork,1,0,1,1,neutral
46:18.0,twitter.com,twitter,hospitals throughout long island alert signs emerging coronavirus sickened hundreds people china,1,1,1,0,negative
46:12.0,twitter.com,twitter,hmmmsome interesting developments coronavirus true coronavirusaustralia coronaviruscanada ncov china wuhanoutbreak hiv,1,0,1,0,neutral
45:51.0,twitter.com,twitter,government zimbabwe going suspend travel zimbabwe china look mozambique done action please coronavirus,1,0,1,1,neutral
45:24.0,twitter.com,twitter,right flight beijing scheduled land within hour coronarvirus continues spread china nbcboston necn,0,1,1,1,neutral
45:04.0,twitter.com,twitter,game changer china iran oil coronavirus lift iranrelated sanctions units chinese shipper,1,1,1,0,neutral
44:55.0,twitter.com,twitter,declares coronavirus international emergency china wuhan coronavirus chinavirus coronavirusoutbreak wuhancoronavirus,1,0,1,1,neutral
44:10.0,twitter.com,twitter,watch live response coronavirus outbreak china began building new hospitals wuhan huoshenshan hospital capacity beds expected put use sunday,1,1,1,1,neutral
42:57.0,twitter.com,twitter,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style,1,0,1,1,neutral
42:32.0,twitter.com,twitter,there re crematoriums wuhan one there re ten rubbish bins carrying ashes dead abt bags each thus estimably dead bodies day china pls transparent this s way stop spreading coronarvirus,1,0,1,1,neutral
42:29.0,twitter.com,twitter,react pandemics dowloaded belo chinacoronavirus china,1,0,1,1,neutral
42:26.0,twitter.com,twitter,wondering chinese gadgets must use voice bluetooth devices techtrends digitaltransformation,1,1,1,1,neutral
42:18.0,twitter.com,twitter,travel bans damage avert public health experts warn lawmakers demand isolation china ncov outbreak,1,1,1,1,negative
42:05.0,twitter.com,twitter,coronaroviruscoronarovirus china said niqaab banned chinese wearing masks niqaab power allah coronavirusuk pakistan,1,1,0,0,neutral
41:43.0,twitter.com,twitter,travel bans damage avert public health experts warn lawmakers demand isolation china ncov outbreak,1,1,1,1,negative
41:24.0,twitter.com,twitter,allegedly big announcement tomorrow chengdu next put lock quarantine according recording case coronarvirus china wuhan wuhanvirus hubei virus coronavirus coronaoutbreak chengdu,1,0,1,1,negative
40:55.0,twitter.com,twitter,coronavirus leaked videos wuhan china maximum alert confirmed collapse hospitals city wuhan must prepared scared heavily censored please retweet truth dangerous situation,1,1,1,0,neutral
40:52.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,1,1,1,1,negative
40:28.0,twitter.com,twitter,first batch indian passengers air india special flight take wuhan china shortly ani ndtv x,1,1,1,0,neutral
40:16.0,twitter.com,twitter,nightmare coronaoutbreak china coronavirus,1,0,1,1,negative
40:14.0,twitter.com,twitter,first batch indian passengers air india special flight wuhan china coronavirus coronavirusindia chinavirus ndtvexclusive ndtv x,1,0,1,1,neutral
39:57.0,twitter.com,twitter,usa imposes temporary travelban suspending entry country starting sunday foreign nationals pose risk transmitting ncov virus china coronavirus ncov,1,1,1,1,neutral
39:42.0,twitter.com,twitter,christian funerals banned chinese government reach china banonchristianfunerals,1,0,1,1,negative
39:36.0,twitter.com,twitter,friends apartment wuhan china people neighborhood chanting apartments wuhan add oil jia meaning come wuhan wuhan coronarvirus china wuhan wuhanvirus hubei virus coronavirus coronaoutbreak,1,-1,1,1,negative
39:30.0,twitter.com,twitter,china panicbuilding entire hospitals matter days construction china wuhan engineering,1,1,1,0,neutral
39:23.0,twitter.com,twitter,evidence manmade coronavirus israel bombs gaza lie century implodes coronavirus biowarfare china hiv vaccines israel gaza palestine lieofthecentury iraq iran africa usforeignpolicy thedailywrapup,1,0,1,1,neutral
39:17.0,twitter.com,twitter,china way airport street empty first time coronavirus claiming lives coronavirusoutbreak,1,0,1,1,negative
38:59.0,twitter.com,twitter,actually folks want secure borders let s keep diseased foreigners country china coronaoutbreak coronavirus,1,0,1,0,negative
38:54.0,twitter.com,twitter,china mishandling coronarvirus worlds markets taking dump thanks china,1,1,1,0,negative
38:27.0,twitter.com,twitter,time vast majority confirmed ncov cases china majority still linked wuhan made clear declaration pheic reflection situation china china s response comprehensive,1,1,1,0,neutral
37:41.0,twitter.com,twitter,breaking white house declares coronavirus public health emergency closes border visitors china amid outbreak thats sickened six americans nearly globally,1,1,1,1,negative
37:40.0,twitter.com,twitter,even leaked video footage showing massive exodus people trying leave avoid major big cities china duo coronavirus declared global health emergency yesterday,0,1,1,1,negative
37:17.0,twitter.com,twitter,increasing china travel advisory level travel due spread novel coronavirus throughout china determination outbreak constitutes public health emergency international concern,1,1,1,1,neutral
36:56.0,twitter.com,twitter,uprising quickly ended qing dynasty began wuhan today people china saying epidemic overwhelming regime wuhan chinas chernobyl marx told history repeats wuhancoronavirus,1,0,1,1,negative
36:47.0,twitter.com,twitter,china coronavirus selfquarantine usmca event deageldotcom people dropping dead like flies remember usa population decrease africain afcfta iatf powernomics blackexcellence caribbean haiti africandiaspora,1,0,1,1,neutral
36:42.0,twitter.com,twitter,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak,1,-1,1,1,negative
36:35.0,twitter.com,twitter,send chinese sneeze inside lebanese parliament china coronarvirus lebanonprotests,1,1,1,0,negative
35:49.0,twitter.com,twitter,breaking bans travelers whos china last days coronovirusoutbreak put monitored selfquarantine,1,0,1,1,neutral
35:29.0,twitter.com,twitter,trump administration yet reveal details kushner meeting china,0,1,1,1,neutral
35:24.0,twitter.com,twitter,entered hubei province coronarvirus outbreak started virtually nobody streets checkpoint police said won t let back looks like entire province hubei population million locked downchina,1,1,1,0,negative
35:16.0,twitter.com,twitter,life expectancy increase even hold china accountable protecting fentanyl gangs xijinping runs worlds effective surveillance apparatus largescale criminal organizations could operate without approval,1,1,1,1,neutral
34:41.0,twitter.com,twitter,breathing communicating mortuary car arrived yet waiting coronavirus pneumonia wuhan china infectiousdisease,1,0,1,0,neutral
33:45.0,twitter.com,twitter,characteristic aids coronavirus cononavirus caronavirus coronovirus attack immune system violently permanently untill breaks china,1,0,1,1,negative
33:27.0,twitter.com,twitter,man died middle street wuhan china coronavirus virus arose one wanted approach fear would died due infection video,1,0,1,1,negative
33:23.0,twitter.com,twitter,twitter censored platform bows gov nation resides quite open direct hostility towards china,1,1,1,1,negative
33:18.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
32:19.0,twitter.com,twitter,flight arrived toronto canada said one could get plane reports people monitored fever flight flight number unknown coronarvirus china,1,1,1,1,negative
32:03.0,twitter.com,twitter,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook,1,0,1,1,negative
31:50.0,twitter.com,twitter,war room pandemic best place stay current global coronavirus outbreak hosted steve bannon tune daily am latest analysis public health china experts thought leaders natsec analysts much,1,1,1,1,neutral
31:32.0,twitter.com,twitter,increible que esto suceda hoy happens china china,1,0,1,1,neutral
31:29.0,twitter.com,twitter,hongkongprotest chinavirus lucky son frontline protester china coronavirus wuhanpneumonia,1,0,1,1,negative
31:04.0,twitter.com,twitter,declaring public health emergency international concern global outbreak ncov happening china happening countries,1,1,1,1,negative
30:35.0,twitter.com,twitter,nothing president honest fraud everything say fraudulent come phrase child light behavior make sense made better deals china mexico canada soon europe,1,1,1,1,negative
30:16.0,twitter.com,twitter,country arms race led usa china via machinelearning deeplearning iot mpgvip robotics iiot autonomousvehicles datascience ir,0,1,1,1,neutral
30:13.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
30:04.0,twitter.com,twitter,country arms race led usa china via machinelearning deeplearning iot mpgvip robotics iiot autonomousvehicles datascience ir,0,1,1,1,neutral
29:49.0,twitter.com,twitter,chinas first fully robotic restaurant opened guangzhou city january whats like eat robotoperated restaurant lets take look,1,0,1,1,neutral
29:42.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,1,1,1,1,negative
28:53.0,twitter.com,twitter,hoped international community recognize importantly support efforts china making contain pandemic maintain global health security coronavirus opinion,1,1,1,0,neutral
28:53.0,twitter.com,twitter,even leaked video footage showing massive exodus people trying leave avoid major big cities china duo coronavirus declared global health emergency yesterday,0,1,1,1,negative
28:45.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,1,1,1,1,negative
28:14.0,twitter.com,twitter,chinesenewyear yearoftherat liondance lionheads firecrackers fireworks chinese boston chinatown encorebostonharbor masarati encore boston harbor,1,0,1,1,neutral
28:07.0,twitter.com,twitter,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china,1,0,1,1,neutral
28:05.0,twitter.com,twitter,obviously following whos statement yesterday global health emergency theres lot confusion questions masks dodont work guidance chinas top government newspaper giving people,1,0,1,1,negative
27:41.0,twitter.com,twitter,maskson china else china s communist regime getting bit creepy coronavirus response stalking people loudspeaker drones wearing masks it s clever scary one terrified child seen running back home,1,1,0,0,negative
27:25.0,twitter.com,twitter,seems like nature it s taking revenge coronarvirus china,0,1,0,1,negative
27:12.0,twitter.com,twitter,declaring public health emergency coronavirus outbreak imposing temporary ban entry foreign nationals visited china last days americans returning mainland china subject health screening days quarantine,1,1,1,1,negative
26:20.0,twitter.com,twitter,imposition mfpr export tarifffee acts kind subsidy local manufacturers tax horgan s stick designed force producers sell local companies rather export higher profits holland china us cedar lumber,0,1,1,1,neutral
26:03.0,twitter.com,twitter,breaking bans travelers whos china last days coronovirusoutbreak put monitored selfquarantine,1,0,1,1,neutral
26:02.0,twitter.com,twitter,breaking bans travelers whos china last days coronovirusoutbreak put monitored selfquarantine,1,0,1,1,neutral
26:00.0,twitter.com,twitter,australia gotten permission china evacuate citizens wuhan britain delay evacuation hostage diplomacy quarantinechina,1,1,1,1,neutral
25:44.0,twitter.com,twitter,interesting china religious issues travel ban coronavirus epidemic travel china greed airlines tourism business trumpadministration restricts travel nigeria five countries,1,0,1,1,neutral
25:41.0,twitter.com,twitter,declaring public health emergency coronavirus outbreak imposing temporary ban entry foreign nationals visited china last days americans returning mainland china subject health screening days quarantine,1,1,1,1,negative
25:16.0,twitter.com,twitter,coronavirus itbp creates facility swiftly near itbp chhawla camp new delhi quarantine approximately indian families arriving wuhan china families monitored qualified team doctors watch signs infection,1,1,1,0,neutral
25:11.0,twitter.com,twitter,hoped international community recognize importantly support efforts china making contain pandemic maintain global health security coronavirus opinion,1,1,1,0,neutral
24:28.0,twitter.com,twitter,maskson china else china s communist regime getting bit creepy coronavirus response stalking people loudspeaker drones wearing masks it s clever scary one terrified child seen running back home,1,1,0,0,negative
24:06.0,twitter.com,twitter,united states secretary health human services alex azar friday announced americans travel chinas hubei province subjected day quarantine coronavirus,1,1,1,0,neutral
23:46.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
23:43.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,1,1,1,1,negative
23:10.0,twitter.com,twitter,many countries report new cases coronavirus infection china chinavirus,1,0,1,1,neutral
22:48.0,twitter.com,twitter,satellite images show fast hospitals built deal deadly coronavirus outbreak chinese city wuhan images captured pl iades operated image courtesy coronavirusoutbreak china,1,0,1,0,neutral
22:07.0,twitter.com,twitter,another person literately fell dead ground ill coronavirus hubei province china video contains disturbing footage,1,1,1,1,negative
22:00.0,twitter.com,twitter,video boxes hubie province china full face masks sitting field used delivered intentional red cross fund coronavirus wuhan,0,0,1,1,neutral
21:58.0,twitter.com,twitter,maskson china else china s communist regime getting bit creepy coronavirus response stalking people loudspeaker drones wearing masks it s clever scary one terrified child seen running back home,1,1,0,0,negative
21:44.0,twitter.com,twitter,trump administration friday declared coronavirus public health emergency united states announced people pose risk transmitting disease temporarily suspended entry china,1,1,1,0,negative
21:28.0,twitter.com,twitter,breaking china sent many chinese tourists iran might infected coronarovirus spread iranians wearing mask sort protection iran regime would anything kill innocent people china helping,0,1,1,1,negative
21:23.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,1,1,1,1,negative
21:04.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
20:39.0,twitter.com,twitter,see leaked video footage chinese messaging app wechat international red cross donated tons face masks government till point refused hand people doctors wuhan hubei province china,1,1,0,0,negative
20:36.0,twitter.com,twitter,business travel advisory yesterday department state issued level travel warning mainland china state department advises citizens travel china due novel coronavirusuk share click,1,1,1,0,neutral
20:35.0,twitter.com,twitter,agree discussion lunch going limb financially expedient china markets,1,1,1,1,negative
20:30.0,twitter.com,twitter,health alert ongoing outbreak respiratory illness caused novel new coronavirus first identified wuhan china additional cases identified international locations prepared travel restrictions little advance notice,1,1,1,0,neutral
20:29.0,twitter.com,twitter,incoming flights china limited seven airports sunday due coronavirus,1,1,1,1,neutral
20:23.0,twitter.com,twitter,indianarmy see means job coronavirus indianarmy responding emergency created facility near manesar quarantine approximately indian students arriving wuhan china,1,1,1,0,negative
20:20.0,twitter.com,twitter,declaring public health emergency coronavirus outbreak imposing temporary ban entry foreign nationals visited china last days americans returning mainland china subject health screening days quarantine ncov breaking,1,1,1,1,negative
20:12.0,twitter.com,twitter,declaring public health emergency coronavirus outbreak imposing temporary ban entry foreign nationals visited china last days americans returning mainland china subject health screening days quarantine,1,1,1,1,negative
19:47.0,twitter.com,twitter,evidence manmade coronavirus israel bombs gaza lie century implodes coronavirus biowarfare china hiv vaccines israel gaza palestine lieofthecentury iraq iran africa usforeignpolicy thedailywrapup,1,0,1,1,neutral
19:45.0,twitter.com,twitter,doctors nurses paramedics wuhan china doctors paramedic staff nurses treating coronavirus patients life risk still treating patients deadly disease corona virus must appreciate,1,0,1,1,neutral
19:44.0,twitter.com,twitter,premier palaszczuk wants details everyone arrived queensland flights china including outside virus epicentre hubei province past days saying,1,1,1,0,neutral
19:35.0,twitter.com,twitter,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo,1,1,1,1,neutral
19:31.0,twitter.com,twitter,hoped international community recognize importantly support efforts china making contain pandemic maintain global health security coronavirus opinion,1,1,1,0,neutral
18:10.0,twitter.com,twitter,dow closes points lower coronavirus originated china stoked investors fears potential global economic impact,1,1,1,1,neutral
18:08.0,twitter.com,twitter,nearly americans evacuated china voluntarily confined california air base hours coronavirus screenings placed mandatory day quarantine friday health officials intensified precautions spread disease,1,1,1,0,negative
18:00.0,twitter.com,twitter,incoming flights china limited seven airports sunday due coronavirus,1,1,1,1,neutral
17:39.0,twitter.com,twitter,corona millions people scare small viruses can t even see eyes coronavirus china,1,0,1,0,negative
17:37.0,twitter.com,twitter,itbp created facility chhawla camp new delhi quarantine approximately people arriving wuhan china basic requirements team itbp doctors available x coronavirus himveers,1,0,1,1,neutral
