Country Character,Country Competence,People Character,People Competence,Tweet
0.0,0.0,0.0,0.0,ordered got china fail seal pillow
0.0,0.0,0.0,0.0,exactly one week since china began working bed hospital wuhan video site today shows complete transformation would hopefully save lives people affected wuhanvirus cornoavirus ncov
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,nurses fighting frontline coronavirus outbreak wuhan look take masks coronavirus china coronavirusoutbreak
0.0,0.0,0.0,0.0,countries imposed various degrees travel restrictionsairport measures towards chinese passport holders travellers coming frompassing china see thread list jan am beijing time provided xinhua news agency coronavirus wuhan
0.0,0.0,0.0,0.0,team doctors air india staffs receive indians special flight wuhan coronavirusoutbreak china
0.0,0.0,0.0,0.0,ukraines embassy china said january ukrainian citizens contacted diplomats province hubei epicenter coronavirusoutbreak want evacuated embassy responded interfaxukraine request
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,kungheifatchoi commiserate china traumatized coronavirus celebrate chinese yearoftherat mistress artgallery rats feat rat hero levparnas video ripgop
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage
0.0,0.0,0.0,0.0,i m wearing mask recommended government and don t want catch virus china today don t put one you re outlier latest notice got government wuhancoronavirus
0.0,0.0,0.0,0.0,new updated travel advisory novel coronavirus travellers advised refrain travelling china ncov
0.0,0.0,0.0,0.0,coronavirus outbreak virus china declared global emergency
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,coincidence trudeau openly expressed admiration china
0.0,0.0,0.0,0.0,united airlines suspending flights china mar ual wuhancoronavirus
0.0,0.0,0.0,0.0,coronavirus myanmar turns back chinese flight guangzhou passenger symptoms quarantined yangon china southern jet sent home almost everyone board friday one passenger flu symptoms fooling around here
0.0,0.0,0.0,0.0,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo
0.0,0.0,0.0,0.0,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo
0.0,0.0,0.0,0.0,breaking advises americans avoid travel china due coronavirusoutbreak announce suspend flights china beginning coronavirus ncov
0.0,0.0,0.0,0.0,increasing china travel advisory level travel due spread novel coronavirus throughout china determination outbreak constitutes public health emergency international concern
0.0,0.0,0.0,0.0,first batch indian passengers air india special flight wuhan china coronavirus coronavirusindia chinavirus ndtvexclusive ndtv x
0.0,0.0,0.0,0.0,robot serving meals amid novel coronavirus outbreak robots deployed deliver meals citizens isolation hotel hangzhou china people isolated suspicion coronavirus coronavirusoutbreak coronaviruswho
0.0,0.0,0.0,0.0,foreign minister coronavirus today plane federal armed forces departed china evacuate german citizens wuhan relieved able help citizens difficult situation
0.0,0.0,0.0,0.0,brussels around please join nd feb sunday protest chinas oppression stayinsolidaritywithuyghurs standwithuyghurs ghuljamassacre closethecamps freeuyghurs virusthreatincamps nomoresilence
0.0,0.0,0.0,0.0,orwellian dystopian words uttered social media today reaction patrol drones flying around china ordering people put face masks inside amid coronavirus outbreak
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,children easily make progress individual next steps statement focal point educators day eyfs sparkchina china eyfsspark besa
0.0,0.0,0.0,0.0,mca presents futurology ss show featured chinese fashiondesigners makopink joliydor collection quirky hats article magazine ss fashionshow lfwss lfw
0.0,0.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
0.0,0.0,0.0,0.0,foreign minister coronavirus today plane federal armed forces departed china evacuate german citizens wuhan relieved able help citizens difficult situation
0.0,0.0,0.0,0.0,coronavirus thread virushit wuhan laboratories linked chinese biowarfare program coronavirus maybe originated wuhan laboratory linked china s covert biological weapons program says israeli biological warfare expert
0.0,0.0,0.0,0.0,tesla china donates m local cdc fight novel coronavirus outbreak hope overcome difficulties together overcome challenges special period thank tsla tesla china coronavirus
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,keeps giving video footages people dropping towards ground china coronarvirus
0.0,0.0,0.0,0.0,reversal allow experts china suggests beijings desperation offthecharts wuhancoronavirus
0.0,0.0,0.0,0.0,flight arrived toronto canada said one could get plane reports people monitored fever flight flight number unknown coronarvirus china
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,coronavirus myanmar turns back chinese flight guangzhou passenger symptoms quarantined yangon china southern jet sent home almost everyone board friday one passenger flu symptoms fooling around here
0.0,0.0,0.0,0.0,leaked videos china coronavirus claims victims death toll way officially reported coronavirusoutbreak
0.0,0.0,0.0,0.0,chinese government also lying banned mass gathering country prevent coronarvirus spread pictures taken huanghua city cangzhou hubei province prove otherwise china
0.0,0.0,0.0,0.0,thailand needs suspend visas chinese tourists coronavirus china bangkok
0.0,0.0,0.0,0.0,coronavirus indianarmy responding emergency created facility near manesar quarantine approximately indian students arriving wuhan china students monitored qualified team doctors watch signs infection nationfirst
0.0,0.0,0.0,0.0,mca presents futurology ss show featured chinese fashiondesigners makopink jolyidor ss collection article magazine rockitforracing racingfashion ss fashionshow hats lfwss
0.0,0.0,0.0,0.0,china pls stop eating everything moves coronavirus
0.0,0.0,0.0,0.0,even leaked video footage showing massive exodus people trying leave avoid major big cities china duo coronavirus declared global health emergency yesterday
0.0,0.0,0.0,0.0,art chinese homemade dumplings irresistible temptation videos china food recipe cooking streetfood verychina chinatradition jiaozi
0.0,0.0,0.0,0.0,uprising quickly ended qing dynasty began wuhan today people china saying epidemic overwhelming regime wuhan chinas chernobyl marx told history repeats wuhancoronavirus
0.0,0.0,0.0,0.0,latest health daily thanks coronavirus china
0.0,0.0,0.0,0.0,note halting china flights wuhan coronavirus outbreak apply hongkong flights state depts level travel advisory mainland hong kong level exercised increased caution political protests
0.0,0.0,0.0,0.0,lets wise taking precautions coronavirus lets bold opposing chinese communist party regime lets turn discrimination racism chinese people love china peoplei detest regime represses
0.0,0.0,0.0,0.0,industry news usa regulatory uncertainty biggest issue crypto nearly k registered blockchain firms china deutsche bank cryptocurrency cant act substitute fiat saudi aramco bought blockchain oil trading company
0.0,0.0,0.0,0.0,lngcanada among companies restricting travel china coronavirus
0.0,0.0,0.0,0.0,coronavirus incidences exceed sars disease virus ncov china ncov wuhan ncov health publichealthemergency outbreak via
0.0,0.0,0.0,0.0,china surely continue employ totalitarian measures like drones cameras speakers epidemic regime unlikely give means control people especially recriminations dominate national conversation wuhancoronavirusoutbreak
0.0,0.0,0.0,0.0,still wary china hacking threat limiting huawei access cybercrime hacker cyberthreat china huawei cyberthreat dataprotection privacythreat securityrisk cybersecurity infosec ncsc telecoms securecomms network software iot
0.0,0.0,0.0,0.0,russia increasingly china actively using disinformation related interference tactics undermine european democracy disinfohorizon thanks event lets
0.0,0.0,0.0,0.0,maskson china else china s communist regime getting bit creepy coronavirus response stalking people loudspeaker drones wearing masks it s clever scary one terrified child seen running back home
0.0,0.0,0.0,0.0,add bit mentioned show wasn t able elaborate china s state media reporting building new hospitals dedicated treating wuhanvirus patients multiple provinces cities think reflect
0.0,0.0,0.0,0.0,schiff senatetrial laid entirely hypothetical scenario president trump rudy giuliani china solicit quidproquo deal wthe chinese governmentsays type lawlessness we re normalizing don t impeach trump
0.0,0.0,0.0,0.0,breaking suspend flights china due coronavirus
0.0,0.0,0.0,0.0,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage
0.0,0.0,0.0,0.0,employees china setting offices nylon plastic cover avoid coronarvirus infection chinacoronavirus coronaoutbreak coronavirusoutbreak
0.0,0.0,0.0,0.0,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china
0.0,0.0,0.0,0.0,countries imposed various degrees travel restrictionsairport measures towards chinese passport holders travellers coming frompassing china see thread list jan am beijing time provided xinhua news agency coronavirus wuhan
0.0,0.0,0.0,0.0,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook
0.0,0.0,0.0,0.0,watch live response coronavirus outbreak china began building new hospitals wuhan huoshenshan hospital capacity beds expected put use sunday
0.0,0.0,0.0,0.0,australia gotten permission china evacuate citizens wuhan britain delay evacuation hostage diplomacy quarantinechina
0.0,0.0,0.0,0.0,cocaine kills coronavirus corona china
0.0,0.0,0.0,0.0,china way airport street empty first time coronavirus claiming lives coronavirusoutbreak
0.0,0.0,0.0,0.0,appreciated support given chinese govt srilankans particularly large number sri lankan students studying china present period difficulty facilitating return travel lka wishing
0.0,0.0,0.0,0.0,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage
0.0,0.0,0.0,0.0,lka health ministry says yearold chinese woman srilanka tested positive coronavirus chinese national arrived sri lanka hubei province china
0.0,0.0,0.0,0.0,coronavirus karma talk preachingtothechior china bn people deceased lower number ruralpoor ready take sweatshop jobs flats communist govt pretend povertyhousing solved everyone wins end one miss
0.0,0.0,0.0,0.0,chinese official says slow response made virus epidemic worse china virus worldpowers climatesecurity wuhan unsc breaking unsc news coronavirus sars politics
0.0,0.0,0.0,0.0,united airlines suspending flights china mar ual wuhancoronavirus
0.0,0.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
0.0,0.0,0.0,0.0,coronarovirus china said niqaab banned chinese wearing masks niqaab
0.0,0.0,0.0,0.0,yet another cruelty happening creative china
0.0,0.0,0.0,0.0,heres video made tried best coronavirus coronavirusoutbreak virus pandemic outbreak china wuhancoronovirus wuhan
0.0,0.0,0.0,0.0,worldhealthorganization officially declared wuhancoronavirus public health emergency international concern yesterday january coronavirus spread every region mainland china confirmed infections deaths globally
0.0,0.0,0.0,0.0,bit topic many airlines canceled flights inout china use released capacity widebodies example plans add a intraeuropean flights airplanes coronaravirus paxex avgeek randomtakeoffs
0.0,0.0,0.0,0.0,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china
0.0,0.0,0.0,0.0,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done
0.0,0.0,0.0,0.0,china orders million masks turkey worldpowers climatesecurity unsc breaking new politics coronavirus coronavirus wuhan politics
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,australia quarantining citizens china christmasislands harsh asylum detention facilities seeing normalisation administrative detention immigrant background citizens deserve better coronavirus auspol
0.0,0.0,0.0,0.0,coronavirus outbreak scared great podcast posted jan featuring several actors witnesses china usa including ncov dontcoverdiscover
0.0,0.0,0.0,0.0,china govt must lift censorship allow free flow information press media reporting free expression response coronavirus
0.0,0.0,0.0,0.0,branco cartoon three amigos elections schiff china venezuela
0.0,0.0,0.0,0.0,leaked videos china coronavirus claims victims death toll way officially reported coronavirusoutbreak
0.0,0.0,0.0,0.0,breaking basrah airport allow travelers china enter
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,printed bioportfoliocom people showing symptoms appear able spread novel coronavirus caused outbreak china confirmed finding make much harder contain virus est jan stat people showing symptoms appear able spread novel
0.0,0.0,0.0,0.0,senator chinas rapid response coronarovirus said stand support difficult hour coronaviruswho wuhanflu
0.0,0.0,0.0,0.0,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done
0.0,0.0,0.0,0.0,wuhanevacuation update indian nationals queing board special flight one checkin cabin bag allowed passengers many chinese indian officials worked hard make evacuation small time coronarvirus
0.0,0.0,0.0,0.0,china africa jim breyer married moscowmitchs wife elaine chaos sister angela angel investor invests bloody mercenary erikprince brother betsy devos hear spectrum healthcare pinging russia via trumptowers rewarding revealing
0.0,0.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
0.0,0.0,0.0,0.0,stay safe folks declared coronavirus public health emergency international concern global outbreak includes cases countries outside china tips stay healthy
0.0,0.0,0.0,0.0,chinas swift reaction performance contain ncov extremely important admirable moh minister appreciates china strong arrangements coordinated certain internal preventive measures we ll follow stand wchina
0.0,0.0,0.0,0.0,myprecious petroleum products pipelines routes including meltingarctic via wife chaos chinese shipping line links navcomflot putin billionaire broinlaw jimbreyer help introd facebook st investor russias yuri milner
0.0,0.0,0.0,0.0,police china even arresting people refuse put face mask see female dropped floor police officer arrested coronavirus
0.0,0.0,0.0,0.0,also one thing china hiding number death caused virus credible chinese media outlet interviewed people working local cremation centers confirming many dead bodies sent directly hospitals cremation centers
0.0,0.0,0.0,0.0,seriousness spread china also lack facilities handle rising number patients
0.0,0.0,0.0,0.0,sad yearold rural town china s hubei province reported died alone family home father younger brother sent away quarantined infectious coronavirus
0.0,0.0,0.0,0.0,police china even arresting people refuse put face mask see female dropped floor police officer arrested coronavirus
0.0,0.0,0.0,0.0,chinese leave cities already declared global health emergency hopefully people coming europe coronoravirus ncov wuhancoronavius china
0.0,0.0,0.0,0.0,china surely continue employ totalitarian measures like drones cameras speakers epidemic regime unlikely give means control people especially recriminations dominate national conversation wuhancoronavirusoutbreak
0.0,0.0,0.0,0.0,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook
0.0,0.0,0.0,0.0,often two highprofile short sellers disagree hot growth stocks never say never colleague notes views amid trampling china coronoavirus
0.0,0.0,0.0,0.0,thank much speaking senator hawley china responsible pandemic try cover coronavirusoutbreak like sars pandemic whole world suffer result wuhancoronavirusoutbreak
0.0,0.0,0.0,0.0,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak
0.0,0.0,0.0,0.0,breaking basrah airport allow travelers china enter
0.0,0.0,0.0,0.0,one ground breaking studies released date ncov mere suggestion scientific research study may genetically engineered sound alarms world wide regards china instead sure wont much coverage
0.0,0.0,0.0,0.0,wuhan china coronavirus claiming lives minutes coronavirusoutbreak
0.0,0.0,0.0,0.0,another video person fell onto ground hubei province china ill high fever coronavirus
0.0,0.0,0.0,0.0,another video person literately fell dead ground ill coronavirus city wuhan hubei province china video contains disturbing footage
0.0,0.0,0.0,0.0,last week asked federal health security officials travel china given coronavirus worsening conditions since it s time consider restricting commercial travel china public health must paramount
0.0,0.0,0.0,0.0,china surely continue employ totalitarian measures like drones cameras speakers epidemic regime unlikely give means control people especially recriminations dominate national conversation wuhancoronavirusoutbreak
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,wuhanmarket china origin coronavirusdisgusting meanwhile india rescue flight reaches wuhanto leave home saturday graphic content alert coronavirusuk coronarovirus wuhancoronavirusoutbreak wuhanvirus wuhancoronovirus
0.0,0.0,0.0,0.0,coronavirus spreads beijing china confirms new cases weekend south korea confirmed first case new coronavirus traveler china woman detained airport
0.0,0.0,0.0,0.0,orwellian dystopian words uttered social media today reaction patrol drones flying around china ordering people put face masks inside amid coronavirus outbreak
0.0,0.0,0.0,0.0,three carriers said responding sharp drop demand flights thursday s state department advisory telling americans travel china coronavirusoutbreak
0.0,0.0,0.0,0.0,acclaimed harvard scientist arrested accused lying ties china biologicalwarfare trending chinese cdc
0.0,0.0,0.0,0.0,working closely countries control new coronavirus outbreak persontoperson transmission seen least countries outside china japan vietnam germany cooperation infosharing good
0.0,0.0,0.0,0.0,sign vietnam things getting little hand terms fears people china coronavirus
0.0,0.0,0.0,0.0,nnvc stock trading video recap coronavirus viruschina
0.0,0.0,0.0,0.0,via raises china level travel advisory travel coronavirus wuhanvirus
0.0,0.0,0.0,0.0,even leaked video footage showing massive exodus people trying leave avoid major big cities china duo coronavirus declared global health emergency yesterday
0.0,0.0,0.0,0.0,according new study coronavirus scientists found contains four hiv proteins within sequence unlikely fortuitous china
0.0,0.0,0.0,0.0,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style
0.0,0.0,0.0,0.0,hate virus chinese let s pray instead romans china wuhan prayforwuhan
0.0,0.0,0.0,0.0,chinese government also lying banned mass gathering country prevent coronarvirus spread pictures taken huanghua city cangzhou hubei province prove otherwise china
0.0,0.0,0.0,0.0,dont know going end someplace else china
0.0,0.0,0.0,0.0,another video person fell onto ground hubei province china ill high fever coronavirus
0.0,0.0,0.0,0.0,episode cover causes treatments chinese orthomolecular medicine canker sores annoying sometimes debilitating mouth ulcers
0.0,0.0,0.0,0.0,speed china detected outbreak isolated virus sequenced genome shared world impressive s commitment transparency supporting countries ncov
0.0,0.0,0.0,0.0,hello cdn academic community china researchmoney compromised cdnpoli
0.0,0.0,0.0,0.0,business officially back normal china feb beijing city says people work remotely till feb state media says essential industries businesses find ways staff offices adds prevent large gatherings wuhanvirus
0.0,0.0,0.0,0.0,chinese government also lying banned mass gathering country prevent coronarvirus spread pictures taken huanghua city cangzhou hubei province prove otherwise china
0.0,0.0,0.0,0.0,orwellian dystopian words uttered social media today reaction patrol drones flying around china ordering people put face masks inside amid coronavirus outbreak
0.0,0.0,0.0,0.0,pakistanis stuck urumqi airport last four days due suspension flights china pakistan
0.0,0.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
0.0,0.0,0.0,0.0,next friday february th could reach cases coronavirus china wuhan esf
0.0,0.0,0.0,0.0,another video person fell floor china coronavirus
0.0,0.0,0.0,0.0,delta american airlines stop china flights coronavirus crisis grows twd amc cdc tsa faa southwest united airline chiefs njtransit flight pilot plane chinese taiwan korea trump travel tourism nba basketball fox
0.0,0.0,0.0,0.0,wethepeople demanding removal office means necessary violated oath office utah knows globalist implicated corruption ukraine possibly china notabovethelaw
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,lastamericanvagabond h bats gene editing bioweapons recent darpa experiments raise concerns amid coronavirus outbreak coronavirus darpa biowarfare china
0.0,0.0,0.0,0.0,another person literately fell dead ground ill coronavirus hubei province china video contains disturbing footage
0.0,0.0,0.0,0.0,video boxes hubie province china full face masks sitting field used delivered intentional red cross fund coronavirus wuhan
0.0,0.0,0.0,0.0,maskson china else china s communist regime getting bit creepy coronavirus response stalking people loudspeaker drones wearing masks it s clever scary one terrified child seen running back home
0.0,0.0,0.0,0.0,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak
0.0,0.0,0.0,0.0,send experts china think regime gratefulit undoubtedly even hostile afterwardbut whether like together wuhancoronavirus
0.0,0.0,0.0,0.0,meanwhile hospitals china cant keep demand people showing symptoms chough fever thousand patients waiting lines towards hospital examinated coronavirus hubei province
0.0,0.0,0.0,0.0,video boxes hubie province china full face masks sitting field used delivered intentional red cross fund coronavirus wuhan
0.0,0.0,0.0,0.0,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done
0.0,0.0,0.0,0.0,meanwhile hospitals china cant keep demand people showing symptoms chough fever thousand patients waiting lines towards hospital examinated coronavirus hubei province
0.0,0.0,0.0,0.0,orwellian dystopian words uttered social media today reaction patrol drones flying around china ordering people put face masks inside amid coronavirus outbreak
0.0,0.0,0.0,0.0,southern california student affected colleges suspension study abroad program china due novel coronavirus love chat article writing thank
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,quarantines american evacuees china california jan
0.0,0.0,0.0,0.0,even leaked video footage showing massive exodus people trying leave avoid major big cities china duo coronavirus declared global health emergency yesterday
0.0,0.0,0.0,0.0,even chinese government setting field hospitals shutting buildings people examinated first may leave building person diagnosed coronavirus apartment building china hubei
0.0,0.0,0.0,0.0,man returned wuhan city epidemic spread police tried return wuhan refused police killed cold blood coronavirusoutbreak china wuhan coronarovirus wuhancoronavirusoutbreak coronavirus
0.0,0.0,0.0,0.0,exactly coronavirus china
0.0,0.0,0.0,0.0,coronarovirus made china gift world china india pakistan sindh
0.0,0.0,0.0,0.0,something unusual fox news year coronavirusoutbreak usa taiwan china
0.0,0.0,0.0,0.0,coronavirus outbreak scared great podcast posted jan featuring several actors witnesses china usa including ncov dontcoverdiscover
0.0,0.0,0.0,0.0,wethepeople demanding removal office means necessary violated oath office utah knows globalist implicated corruption ukraine possibly china notabovethelaw
0.0,0.0,0.0,0.0,much debate around define bri project clear initiative part ongoing globalisation construction industry bri infrastructure energyproject china beltroad megaprojects
0.0,0.0,0.0,0.0,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china
0.0,0.0,0.0,0.0,lecture uyghurs explains genocide physical elimination china govt paves cemeteries so even dead can t rest peace
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,china prc beijing shanghai stop skinning alive cats dogs also extensive slow torture cutting order animal finally dies shame cd losangeles atwatervillage downtownla nyc chicago canada charlotte denver iowa michigan chinatown
0.0,0.0,0.0,0.0,book definition fascism world worried coronavirusoutbreak china commerce minister happy since accelerate return jobs north america shameful link comment coronavirus wuhanpneumonia
0.0,0.0,0.0,0.0,lab wuhan suspiciously closed market ground zero coronavirus really makes people think there s leak bioweapon china
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,china authorities pulling hijab rm muslim women coronarovirus putting mask every face including authorities china crackdown muslims uyghurgenocide led godless creatures
0.0,0.0,0.0,0.0,leaked videos china coronavirus claims victims coronavirusoutbreak
0.0,0.0,0.0,0.0,first batch indian passengers air india special flight take wuhan china shortly ani ndtv x
0.0,0.0,0.0,0.0,india answer coronavirus where recent govt obsessed renaming cities make look smarterpage subrahmanyamjaishankar wangyi india china coronavirus coronavirusmemes coronavirusoutbreak coronavirusec coronavirus coronarovirus
0.0,0.0,0.0,0.0,declaring public health emergency international concern global outbreak ncov happening china happening countries
0.0,0.0,0.0,0.0,reversal allow experts china suggests beijings desperation offthecharts wuhancoronavirus
0.0,0.0,0.0,0.0,according new study coronavirus scientists found contains four hiv proteins within sequence unlikely fortuitous china
0.0,0.0,0.0,0.0,really believe china locking many places deaths likely lying coronavirusuk
0.0,0.0,0.0,0.0,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china
0.0,0.0,0.0,0.0,cdc issues stmt announcing issued coronavirusrelated federal quarantine united states citizens repatriated january quarantine last days plane left wuhan china ncov
0.0,0.0,0.0,0.0,our sin accepted islam we re religious family accepted islam prayed five times day read qur an parents went mecca committed crime china
0.0,0.0,0.0,0.0,update video pretty hard watch reportedly shows government officials forcefully locking individual returned wuhan china another city prc take consideration forceful lockin jon coronavirus coronaoutbreak
0.0,0.0,0.0,0.0,americanfilmcontagion released speaks coronavirus starts china spread rest world strangest thing end movie turns cause infection bat reason
0.0,0.0,0.0,0.0,coronavirus forces suppliers suspend operations move production elsewhere coronavirus china
0.0,0.0,0.0,0.0,breaking iraq state news agency says basra airport deny entry travelers china chinese citizens coronavirus fears
0.0,0.0,0.0,0.0,pakistan sisters stranded wuhan show life around coronarovirus china
0.0,0.0,0.0,0.0,coronavirusoutbreak focuses failures chinas communist state china powder keg old friend good advice allies need lean let
0.0,0.0,0.0,0.0,that policy appeasement makes vulnerable attacks chinese diplomats involved encouraging overseas students attack freespeech canadian campuses removed position says conservative
0.0,0.0,0.0,0.0,coronavirusoutbreak focuses failures chinas communist state china powder keg old friend good advice allies need lean let
0.0,0.0,0.0,0.0,even leaked video footage showing massive exodus people trying leave avoid major big cities china duo coronavirus declared global health emergency yesterday
0.0,0.0,0.0,0.0,january terrified dog yelps barbecued alive vile chinese street market shocking clip released campaigners
0.0,0.0,0.0,0.0,students stranded coronavirus lockdown left dozens students stranded china
0.0,0.0,0.0,0.0,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done
0.0,0.0,0.0,0.0,southcoms adm craig faller sasc testimony while russia cuba china prop illegitimate maduro dictatorship democracies world look way get venezuelan people deserve free prosperous venezuela
0.0,0.0,0.0,0.0,mask rest coronavirus outbreak caronavirus china caronavirusoutbreak tips
0.0,0.0,0.0,0.0,many coronavirus infected people showed obvious symptoms fell coma suddenly still walking street death toll china way officially reported coronavirusoutbreak wuhancoronavius ncov
0.0,0.0,0.0,0.0,flight arrived toronto canada officials said one could get plane reports people monitored fever flight coronarvirus china
0.0,0.0,0.0,0.0,man got flight china coronavirus continues spread says several passengers coughing board nbcboston necn
0.0,0.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
0.0,0.0,0.0,0.0,people want know like empty mall china coronavirus outbreak weird shanghai become ghosttown fyi super brand mall chinacoronavirus coronaoutbreak
0.0,0.0,0.0,0.0,china hiding number death caused coronavirus people working local cremation centers confirming many dead bodies sent directly hospitals cremation centers
0.0,0.0,0.0,0.0,itbp created facility chhawla camp new delhi quarantine approximately people arriving wuhan china basic requirements team itbp doctors available x coronavirus himveers
0.0,0.0,0.0,0.0,even leaked video footage showing massive exodus people trying leave avoid major big cities china duo coronavirus declared global health emergency yesterday
0.0,0.0,0.0,0.0,increasing china travel advisory level travel due spread novel coronavirus throughout china determination outbreak constitutes public health emergency international concern
0.0,0.0,0.0,0.0,coronavirus china wuhan the truth university take good care much provide relevant medical equipment safety precautions halal food twice day pakistani students wuhan said
0.0,0.0,0.0,0.0,really believe china locking many places deaths likely lying coronavirusuk
0.0,0.0,0.0,0.0,paulbiya regime absolutely zero leadership quality busy killing way peace cameroon anglophone regions left citizens rot wuhan china disgrace
0.0,0.0,0.0,0.0,book definition fascism world worried coronavirusoutbreak china commerce minister happy since accelerate return jobs north america shameful link comment coronavirus wuhanpneumonia
0.0,0.0,0.0,0.0,travelers prepared travel restrictions put effect little advance notice warned americans traveling china amid coronavirusoutbreak
0.0,0.0,0.0,0.0,exactly one week since china began working bed hospital wuhan video site today shows complete transformation would hopefully save lives people affected wuhanvirus cornoavirus ncov
0.0,0.0,0.0,0.0,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak
0.0,0.0,0.0,0.0,breaking china s importation saudiarabia s oil indicates beijing tacitly supports maximum pressure iran accompanying sanctions riyadh stablising actor tehran destabilises developing
0.0,0.0,0.0,0.0,japan countries denying entry chinese citizens passports issued hubei province coronavirus emergency started singapore gone one step denying entry anyone passport china
0.0,0.0,0.0,0.0,help foreigners china get fully informed situation empowered knowledge best practices virus control prevention major chinese cities launched foreign language support services
0.0,0.0,0.0,0.0,hongkongs carrie lam dismisses calls close border mainland china despite threats strike action medical sector next week coronavirus wuhancoronavirus
0.0,0.0,0.0,0.0,evidence hundreds people standing lines examined front anhui provincial hospital hefei china picture taken yesterday coronavirus
0.0,0.0,0.0,0.0,china s viral video app bans prolife organization via
0.0,0.0,0.0,0.0,people want know like empty mall china coronavirus outbreak weird shanghai become ghosttown fyi super brand mall chinacoronavirus coronaoutbreak
